TransientID,Classification,Dec (J2000),SDSS,count,mag_info,mag_max,mag_mean,mag_median,mag_min,mag_std,magerr_max,magerr_mean,magerr_std,mjd_std,SN,baseline,mag_baseline
1205270150814144994,CV,-15.28853,yes,108,17.21,20.1674,18.58806851851852,18.99385,12.6688,1.1661808354062464,0.437846607756537,0.17714792108345215,0.06860270194214509,979.8520113886534,0,2918.972991214898,7.4986000000000015
1101041071234110880,CV,6.42945,yes,25,13.82,21.2144,18.974132,20.2178,13.8212,2.87452766565222,0.541529784358711,0.3184373938010055,0.16175318981251977,813.981867505152,0,2869.976241585304,7.393200000000002
1102260150544125462,CV,-15.70602,no,141,13.06,20.1216,18.50802340425532,19.0553,12.7369,1.7241930958997382,0.338203965968797,0.1758452113310101,0.057444082257653364,827.213023456029,0,2589.0317121875996,7.3847000000000005
904180180764143130,CV,-17.93056,no,82,13.56,20.9373,19.331771951219512,19.55575,13.5562,1.398218218920807,0.5081473042240721,0.24051585342376872,0.07971411757610539,873.0882416744548,0,2925.954209073905,7.3811
910200091184135678,SN,-9.21232,yes,13,18.07,20.9033,19.09493076923077,19.6107,13.5911,1.951350544445486,0.4659705513103429,0.2541648126715878,0.14580150015620377,553.4722665778764,1,2458.0989731481022,7.312200000000001
907271090864112546,CV,9.12737,yes,158,13.86,21.1522,19.81265506329114,19.9553,13.8544,1.0846929098745701,0.572084523202219,0.2870155850988542,0.08295031526781396,871.1621875433792,0,3100.708393229106,7.2978000000000005
801010071244101248,CV,-8.30523,yes,287,14.83,20.0802,18.354016724738674,18.6517,12.7853,1.3197528161755216,0.7092229041044241,0.15139145298954226,0.053561975429745896,921.0058099679521,0,3016.821565393897,7.294900000000002
1104141320374107841,CV,31.53773,yes,289,14.76,21.3303,19.40725294117647,19.4608,14.1159,1.056291848612136,0.5561056669849089,0.22671457389347904,0.08287634793821197,776.4142326641755,0,2933.0390179976966,7.214400000000001
909281091224142365,CV,11.15324,yes,335,12.86,19.9555,18.512422686567167,18.749,12.8525,1.1347728225618978,0.8086829077322351,0.15938514721583816,0.06376855572919815,939.0394330814318,0,3081.753109872705,7.1030000000000015
1109211210014107917,CV,20.12269,yes,12,17.07,20.9111,17.991358333333334,17.379849999999998,13.8931,1.927705541668329,0.474126047328935,0.1873226769821553,0.13923054332003842,691.061594061979,0,2153.068804305498,7.018000000000001
1106111070884131228,CV,6.88764,yes,108,14.22,21.0983,18.539318518518517,19.36,14.1037,2.097829138430102,0.8299524452144911,0.21672853391669747,0.12555997425194967,847.4083825713839,0,3100.7029740857033,6.994599999999998
1006010010864157554,CV,-0.16401,yes,328,13.85,19.2533,17.70742317073171,18.0109,12.2673,1.2826353616757578,0.426883729353103,0.1261800690133766,0.042303649237089645,932.6223069962564,0,3005.843377696794,6.985999999999999
1007051120874117074,CV,12.05252,yes,358,13.11,20.0804,18.377805586592178,18.41885,13.0962,1.09089940256805,0.595414109357109,0.15258464342041578,0.05665863207124839,877.5496578543265,0,3004.932900902815,6.984200000000001
1006030090614101504,CV,-11.17699,yes,46,14.3,21.2761,19.76641304347826,20.22515,14.2968,1.7664111438618755,0.5581099612588629,0.31015700675358854,0.12065479006890568,506.9212377381806,0,2243.8927992246026,6.9793
909111151154137804,CV,16.02786,yes,326,17.97,20.862,18.807754601226996,18.9742,13.8902,1.1901425183023548,0.450583212590288,0.18077097594550867,0.05754055442045799,886.1635434697472,0,3106.7019642017985,6.971799999999998
1403041090444115966,CV,9.13311,yes,196,14.3,21.3497,19.644892346938775,19.89535,14.4134,1.250493068616967,0.609149125777203,0.2627850031923306,0.10534016422028321,904.1739086863562,0,3130.29452054391,6.936299999999999
1310260150154113290,CV,-16.05383,yes,32,14.3,21.1231,19.610146875,20.3624,14.2223,2.092623931194823,0.498338597152707,0.31145545229821686,0.1224738037179455,927.728596122165,0,2886.146990231704,6.9008
906011070824151155,CV,8.30052,yes,364,12.7,19.406,17.07623598901099,17.686700000000002,12.5124,1.5918899439533831,0.3003099107826369,0.09874841202973662,0.028819745820741444,925.3295566780993,0,2987.962527928401,6.893599999999999
804031320744141349,CV,33.18719,yes,256,15.1,21.2733,18.376887109375,19.21095,14.4175,1.9439592412690991,0.573936271343313,0.18482135346397888,0.10266007727216699,807.7451429439643,0,3030.808996226704,6.855799999999999
904021180524130924,CV,19.18552,yes,448,13.62,19.4821,17.88447455357143,18.0441,12.6551,0.8635359849697112,0.7311965435585991,0.11699178658228641,0.04260203688702059,903.6668251271577,0,3122.288070590199,6.827
1105201121174113562,CV,11.93162,yes,84,14.34,21.1105,19.883935714285716,20.11675,14.3414,1.3594582394223151,0.559553455343515,0.32107259821743944,0.11686970469412261,978.6122207840673,0,3017.9149854396965,6.769099999999998
802081070564124647,CV,7.3552,yes,292,15.55,21.1121,19.188690410958905,19.34515,14.3684,1.031352575784749,0.788769719621292,0.20890326219774605,0.08587727426965244,915.1887670514955,0,3099.2284054631164,6.743700000000002
911190011164102559,CV,-2.65352,yes,357,16.56,21.0176,19.11142100840336,19.4057,14.276,1.2938508155285624,0.554402880134858,0.21788884664318864,0.08192801194425285,1022.2621509615383,0,3098.668972766005,6.741600000000002
811021210044141173,CV,22.45222,yes,131,17.85,21.2415,18.63327251908397,19.704,14.5046,2.1483457308805862,0.559553455343515,0.2251993632309343,0.1424595952164645,1041.7938278837155,0,2956.7714181136907,6.736899999999999
810251070594102293,CV,5.7851,yes,93,15.73,21.2883,19.300463440860213,20.0523,14.6353,1.9191965626376593,0.5808647699906191,0.2731779254576129,0.13166880451772187,954.557741740197,0,2742.6946362383023,6.652999999999999
908281120104139170,CV,14.01333,yes,218,17.78,21.2962,19.435937155963305,19.678449999999998,14.6664,1.2926408038878179,0.67049294058838,0.2503493929288709,0.09743722802825609,972.5706003465089,0,2958.891984235903,6.6297999999999995
1305141070524109313,CV,6.17894,yes,121,14.7,21.3039,19.45655041322314,19.9199,14.6764,1.553577846623935,0.589346282602782,0.2532537286847718,0.1063343656195887,918.6130130356288,0,3130.255633495304,6.6274999999999995
1010070120014131116,CV,-12.1713,no,71,14.61,21.0635,18.962616901408452,19.6187,14.4478,1.9750131954702685,0.504820217251591,0.2420275336512831,0.12741960966843457,1134.0839482776346,0,2963.96880871521,6.6157
809221210074124820,CV,21.88067,yes,101,15.13,21.341,19.359671287128712,19.991,14.7355,1.8496192469444421,0.5818268862694821,0.2693716250770191,0.1333282836854858,829.7681582538144,0,2958.761941574099,6.605500000000001
1204240120784120240,CV,-13.18834,no,31,14.36,20.9453,18.714358064516126,19.9474,14.3586,2.5647546433364985,0.498126381721223,0.25316094430157654,0.13385748473030526,960.8623770464359,0,2351.6954347686988,6.5867
1210041071154132318,CV,7.24606,yes,399,14.36,19.4153,18.33076666666667,18.4384,12.8492,0.7711737033707255,0.536289614041235,0.1412573849514948,0.03697768310206774,941.7129468146497,0,3107.68094487262,6.566099999999999
1011160010193123255,CV,-1.04452,yes,16,15.8,21.0821,18.507825,20.139400000000002,14.519,2.728567655138254,0.568428293287317,0.2710222143972106,0.18892466432876506,797.9697151775252,0,2824.284338518497,6.5631
1411200040324146816,HPM,-4.17823,no,101,14.16,20.3354,17.13598415841584,18.784,13.7805,2.4843169239343363,0.453188300480926,0.1510824765356003,0.07857441195755797,1015.1300282607601,0,2642.7063532756074,6.5549
909301120444140061,CV,13.30685,yes,409,14.45,20.5634,18.957305378973107,19.1698,14.0282,1.17784225776913,0.746249243774259,0.18818204971517585,0.06328766802948249,851.6983232460626,0,3130.254684756903,6.5352000000000015
1201231290534138174,AGN,30.53024,yes,219,19.52,21.2461,19.616968949771692,19.5417,14.7119,0.6088719607077062,0.572700014338573,0.2382566083992463,0.07709666403014731,790.7384222840014,0,2979.957471840302,6.5341999999999985
1301311380344128824,CV,38.20694,yes,33,14.74,21.2321,17.847854545454545,19.4676,14.7222,2.786115290719644,0.5648336108897889,0.22234897829644876,0.17594226340003064,877.0930361051225,0,2727.7681152894947,6.509899999999998
1106091430394126567,CV,44.7793,yes,308,18.28,20.7734,18.43123831168831,18.46905,14.2723,0.7605547531038122,0.508595383194366,0.1422063304744127,0.047026885321048775,839.7784194897218,0,2902.0776613889975,6.501099999999999
1005051400624118443,CV,40.72794,yes,228,13.88,19.8173,18.634660526315788,18.862099999999998,13.3332,1.0930182789737093,0.4138036066251571,0.16404774545568754,0.042249202806257886,872.4233179798154,0,2936.045374803216,6.4841
1602261380334117968,CV,37.62914,yes,492,15.4,19.1733,18.24903638211382,18.2867,12.7098,0.3573808404057558,0.260598763539602,0.12623604638884978,0.01547133737497994,904.8124033807402,0,3113.2508359839994,6.463500000000002
1301080070724103395,CV,-8.33589,no,232,14.31,20.7607,19.05534698275862,19.18565,14.3064,0.8434749192387394,0.708142124846918,0.1906614932458184,0.06020406482423846,867.1518691690787,0,2951.0272519560967,6.4543
1211230090264132139,CV,-9.52022,no,39,14.78,21.2367,19.61114358974359,20.2475,14.7825,1.7906277008496014,0.5780036196340229,0.29758997910873486,0.13107462657502333,1037.1611357009172,0,2924.9925448383,6.454199999999998
1005131230814132089,CV,24.0498,yes,429,15.72,21.1265,18.919586247086247,19.438,14.6994,1.5252487042557288,0.595756075497911,0.2085399973688335,0.0845361165149037,921.3315652426832,0,3119.6901940162134,6.427099999999999
1109211150844146881,CV,16.87789,yes,83,16.27,21.3405,19.51415421686747,20.0108,14.9269,1.5960059640072264,0.529176605550354,0.26914979931872995,0.11053495463334154,832.9433429171961,0,2980.9198253122013,6.413599999999999
1210061380014126444,CV,37.83702,no,269,16.94,20.7221,19.09907843866171,19.168,14.3288,0.6678856017842328,0.4491357160486729,0.19587333188656197,0.05300885319133586,928.3602222149777,0,2947.0482826619045,6.393300000000002
1304211180904145030,CV,18.23916,no,23,17.51,21.1804,18.50568260869565,19.9057,14.7928,2.6412027576383688,0.5417954155274439,0.27528956017990225,0.19698165896074346,881.0942405273607,0,2624.861232268202,6.387599999999999
1011271090094109951,CV,9.13933,yes,157,14.69,21.0634,19.58746305732484,19.8326,14.688,1.2378887080939445,0.646013959527962,0.27052527202972465,0.10125923807934499,916.9047269968653,0,2926.995548483421,6.375400000000001
1206081210854103927,CV,19.99455,yes,187,15.49,21.2799,19.084493048128344,19.7352,14.9136,1.7601242951298233,0.586701695794902,0.24480659909536556,0.12428716326617646,907.4163130917021,0,3120.6332645603034,6.366300000000001
1010091290054106863,CV,28.55118,yes,300,14.06,20.4167,19.138665666666665,19.194650000000003,14.0536,0.6703276248746776,0.471182128604856,0.19328624278338083,0.04685556064475103,922.0221680232388,0,3055.8409792473976,6.363099999999999
1209271400104123217,CV,40.69156,no,75,15.33,21.2785,19.116086666666668,19.6675,14.9156,1.5891619374164905,0.554402880134858,0.23025392438561929,0.1117314618175761,840.2638393524101,0,2948.8356451154978,6.3629000000000016
1005211291074109408,Blazar,28.48262,yes,224,16.51,20.5692,18.299439732142854,18.2474,14.2252,0.9690294989109324,0.447067116847811,0.1504210680127183,0.06426280589362361,911.7334891651673,0,3033.893306041602,6.343999999999999
809211090064126748,CV,11.04802,yes,90,16.45,21.3079,18.761034444444444,19.972700000000003,14.9773,2.1868611218144647,0.621448104954041,0.2487178402381163,0.15144247161830138,1004.0928894716129,0,2958.861430984005,6.3306000000000004
1011301180544138966,CV,19.34577,yes,231,14.83,21.1022,19.450986580086578,19.7812,14.7716,1.345760536435743,0.4874174843233589,0.24209799092514234,0.08280674391211229,836.0546403468489,0,3122.232269513901,6.3306000000000004
1104281430634140646,CV,44.47502,yes,62,15.08,21.4089,19.740006451612903,20.4077,15.0839,1.840412850945381,0.626867402359437,0.3279656426481272,0.14565097973447969,940.5793284644697,0,3028.8370533799025,6.324999999999999
1502071490284143743,CV,50.708,no,248,14.56,20.876,19.148801612903224,19.41955,14.5637,1.200250347737648,0.5612988546296099,0.21319204149948628,0.07558099229714219,809.6491171488536,0,2904.0933166551986,6.3123000000000005
1302061230454136240,CV,24.28318,yes,33,14.92,21.2133,18.24447878787879,19.2303,14.9112,2.2587725208835185,0.6934504754595289,0.21551120947153918,0.16800295618420721,509.2130104103709,0,2715.3068368868044,6.302100000000001
903310150804155525,CV,-14.69582,yes,99,15.84,20.8807,18.503843434343434,19.5744,14.5898,2.042478196079839,0.5163791737612909,0.21504691867018472,0.12138385269970786,757.331947303992,0,2926.9945113193025,6.290900000000001
1210150070174107414,CV,-7.91665,yes,63,16.05,21.2357,18.69878253968254,19.6975,14.9497,2.298840434874242,0.542061355566421,0.25017635902164664,0.16957341386018518,829.3262516555756,0,2917.9555440508047,6.286000000000001
1201191150534121730,AGN,15.3999,yes,217,20.04,21.3286,19.946689861751153,19.9064,15.0546,0.57372632161943,0.557535347099384,0.27815865199764617,0.07889692837427334,756.1762754494438,0,2886.0310939006013,6.274000000000001
1112280090094129502,CV,-9.20979,yes,264,12.68,18.9177,18.140184469696973,18.2265,12.646,0.703745886740306,0.232764133018597,0.12341565865602344,0.01878294022546954,906.3775403407928,0,2969.949875694205,6.271699999999999
910241150234105998,Mira,14.45379,no,159,12.23,17.5952,12.700287421383647,12.8694,11.3431,0.6697564144156455,0.0982566035706919,0.052540524315391086,0.00415491063426808,766.7851751308631,0,2631.819116632003,6.252099999999999
1206110040934111559,CV,-5.28702,no,67,14.76,21.0073,18.6017552238806,19.0832,14.7642,1.355726715140828,0.4906459834538599,0.19265085449122227,0.08002612969580199,714.7390286656139,0,3045.7769376737924,6.2431
801301180124103586,CV,17.27342,yes,281,14.38,20.5843,18.60320071174377,18.9611,14.3476,1.3231972002905068,0.429129002251806,0.17617438810384542,0.05955925019860509,919.4244064370394,0,2975.8832195945943,6.236699999999999
1101241120454105248,CV,11.63922,yes,166,15.95,21.218000000000004,19.902556024096388,20.06425,14.9888,1.0927526345412426,0.536807520885934,0.2876100501359321,0.0919024469171659,781.6143267576724,0,2669.8399216317994,6.229200000000004
1012060040494101697,CV,-5.60219,no,93,15.01,21.1724,18.729133333333333,19.0784,14.9609,1.7733387657511868,0.539417322980019,0.20665155019074694,0.12897918913355613,763.3738116901693,0,2623.8839786225,6.211499999999999
1402181150484139804,CV,16.80539,yes,417,14.61,20.8882,18.131275779376498,18.2546,14.6888,0.9503761933103065,0.4735702666459729,0.13039459611301937,0.04873752461167602,896.4148936608718,0,3122.3265836458013,6.199400000000001
1011271040014129121,CV,5.10657,no,119,15.68,21.2702,19.521119327731093,19.9698,15.0788,1.5445188617992924,0.5610069469222779,0.2707211034457405,0.11448658863590888,951.0101690352698,0,2958.8923547109007,6.1914
809290121154131085,SN,-12.34451,no,19,19.84,21.0351,19.32692631578947,19.5281,14.8454,1.363864904861713,0.4836573269353449,0.22552079934266805,0.09137126859706847,452.51049132124876,1,1888.8717057406902,6.1897
1112271181144146614,CV,18.90505,yes,360,15.8,20.9802,18.67380361111111,18.75795,14.8162,0.7816945054480353,0.805650616226963,0.165802867977709,0.06489174344326508,938.5562373704752,0,3106.7019387385008,6.164
903031350794146364,CV,35.35648,no,47,14.97,20.9913,18.54328085106383,19.867,14.8395,2.2839558786226397,0.491462161259986,0.21962175639660536,0.12474518563759335,939.0797891930993,0,3041.7134364699014,6.1518
911061090144134618,CV,11.19919,no,230,16.23,20.9786,18.855451304347827,19.20375,14.8556,1.286045985810142,0.530679530049164,0.1996522409769623,0.0787094546735384,933.9150383082917,0,2938.053816226806,6.122999999999999
1103281350224120296,Flare,34.4758,no,27,17.99,21.1101,19.739318518518516,20.0373,15.0025,1.2823141745828837,0.520870729192152,0.3527097520413391,0.12329148859520388,804.5523771605391,0,2813.2584433564916,6.1076
1212021350134123988,CV,34.97443,no,99,15.48,21.3051,19.093485858585858,19.9824,15.2,1.9457269352436573,0.533719967693943,0.2508172574692423,0.12849138761351667,985.3614535966449,0,2949.9949077894053,6.1051
801311040734112057,HPM,3.67688,yes,85,14.39,20.4441,14.52826705882353,14.3941,14.3393,0.8884496092563015,0.366168098637827,0.061299197532192186,0.04165194602325442,342.6949699843436,0,2163.0412014121976,6.104799999999999
1001151040734114938,HPM,3.67624,yes,113,14.41,20.4441,14.507428318584072,14.4008,14.3393,0.7704715299585126,0.366168098637827,0.059775481134917235,0.03617556884432222,320.39285587247826,0,1573.7251219909012,6.104799999999999
1006091120874119140,CV,12.07644,yes,357,16.6,20.7735,18.75437843137255,18.7991,14.674,0.7394026591584352,0.683924769229243,0.17627512955826138,0.06633455135214401,877.2280516830707,0,3004.932900902815,6.099499999999999
909271210194141689,CV,21.95206,no,56,18.5,21.2333,19.090057142857145,19.819499999999998,15.1372,1.8641643185335095,0.63442544081712,0.27237320274716553,0.14901428922446072,927.5138269741107,0,2943.9076711689995,6.0961
1102260150524119509,CV,-16.02984,no,164,14.64,20.0946,18.841080487804877,19.15575,14.003,1.1979407860904072,0.576116887210896,0.17938539338395446,0.05749067664326127,829.5506027708792,0,2635.8428950465823,6.0916
901310040794132056,SN,-3.91485,no,63,18.71,21.3219,19.900095238095236,20.1312,15.2321,0.9187046568891771,0.566324029290547,0.2991398984684416,0.11471954813020131,603.0023124915995,1,2951.9504570486024,6.0897999999999985
1210040041124149411,CV,-3.9743,no,385,14.12,20.1859,18.461726753246754,18.4822,14.0969,0.5146358732821279,0.4809364154832419,0.14790833778362272,0.036043587033126226,965.6914334468228,0,3087.70639799771,6.089
905251210444119239,CV,21.01488,yes,218,15.76,21.3867,19.34376651376147,19.88375,15.2986,1.5628418607115677,0.573626523978025,0.24741157415554332,0.1105026048297506,947.3395556707899,0,2929.0084142475025,6.088100000000001
1001151320344156239,Blazar,33.11925,no,274,16.02,20.5662,18.063685401459857,17.94115,14.5101,1.32568324597189,0.371933975881849,0.14099008983227476,0.06915865733084636,911.9720526090256,0,3081.302142442306,6.056099999999999
1005221320424122472,CV,33.01002,yes,450,14.82,20.631,18.885009555555555,18.86605,14.5763,0.5210889341160048,0.395770862649656,0.1628364932916171,0.03500707725718717,855.8610124319789,0,2938.0240399651957,6.0547
802271010724123230,CV,1.89144,yes,343,14.15,20.1625,18.91755801749271,19.0131,14.108,0.7630158893585391,0.960603692139348,0.17646452871519516,0.06826909476664493,898.6968530985214,0,3005.8467368287966,6.054500000000001
909291180894139837,CV,18.63388,no,176,16.25,20.934,19.21838409090909,19.6568,14.9185,1.4364981808261659,0.546909191442649,0.240892473234934,0.10176033645674369,907.0087983236358,0,3071.740732395592,6.015500000000001
804271290604119048,CV,30.06699,yes,312,15.99,20.7287,18.338637499999997,18.410649999999997,14.715,0.9481237813677145,0.487217595131943,0.14560050312324183,0.057275277439379574,918.7882548180341,0,2990.9378770020994,6.0137
1110241350124145757,CV,35.67976,no,44,15.39,21.0508,17.944975,19.154850000000003,15.0374,2.176879237565065,0.460398024304346,0.17022319280654077,0.11073291821190646,1002.0543648571842,0,2919.0545976502035,6.013399999999999
1502081290374141264,CV,30.1079,yes,184,15.43,21.0772,19.415377717391305,19.68955,15.0643,1.3554303692936447,0.604122736138085,0.2415953034488502,0.088209517020999,844.0184456672399,0,3090.2957404394983,6.012900000000002
804271320724132848,CV,33.48113,yes,309,15.39,20.7709,18.50383786407767,18.6236,14.7824,0.8696058684549386,0.8876951754747671,0.15363429041488144,0.06759463609752556,885.1561435110602,0,3088.7911254633,5.9885
911231010114107310,CV,0.46871,yes,288,17.18,20.9316,17.334290625,17.22395,14.952,1.2542872042788806,0.4513929043334129,0.10987137514204917,0.058924299200463964,963.5623740676815,0,2963.924247581097,5.9796
910161071214145478,CV,8.15752,yes,178,13.71,19.252,17.696765730337077,18.41485,13.2732,1.6404766716338557,0.211833071698293,0.12702441547950313,0.038576119161449304,961.7147499524774,0,2918.029967106406,5.9788
1510031071144131261,CV,6.79359,yes,141,15.71,20.0683,18.612637588652483,18.8934,14.0912,1.0024393563801548,0.284426634435151,0.15948058823292613,0.04346021737645685,882.9016666616237,0,3107.65822379609,5.9771
911181290484113217,Blazar,29.19375,yes,445,15.72,20.1812,17.742435280898878,17.8904,14.2074,0.9262701944839831,0.587359882133207,0.11453112645513895,0.04653068110446066,862.4187165672603,0,2984.9759113195905,5.973800000000001
1006101261134132083,CV,27.17689,yes,315,16.04,21.1295,19.23784380952381,19.4299,15.1654,0.9971113818844571,1.17307377602909,0.22453354868402822,0.09442049253443156,947.4293818944778,0,3032.8059156714007,5.9641
1611021070314137583,YSO,6.77902,no,167,16.72,20.1813,17.903550898203594,17.8482,14.2222,0.6324328966612238,0.3777629578643039,0.130536675430901,0.03714799963355145,790.1045665365085,0,2838.0838974071958,5.959099999999999
1204161120574107039,SN,11.67151,yes,109,12.99,18.6548,15.173111009174312,14.8981,12.6976,1.599574674737901,0.1861869990627889,0.06895093822386315,0.026464703962973214,708.2566966102127,1,2486.0272707520053,5.957200000000002
1005190041194148620,CV,-3.08772,yes,327,16.03,20.9428,19.275451681957186,19.4127,14.9876,0.831849307739712,0.788769719621292,0.22627579913714993,0.07451775486068869,969.8062522020605,0,3081.713396469597,5.955199999999998
904300040604104004,CV,-5.37171,no,169,15.75,21.3191,19.528028402366864,19.8215,15.3705,1.3578484491485678,0.5496529614403379,0.26306006299562934,0.10731644081225511,818.2221346160638,0,2894.005237419209,5.948599999999999
1609221041244110267,SN,3.53927,yes,266,17.82,21.0341,19.505579323308268,19.473100000000002,15.0998,0.5285180817180578,0.496437487506258,0.23561659082513658,0.06211571943247089,901.501825492342,1,3034.7943054745047,5.934299999999999
908290181084101567,CV,-19.67403,no,140,16.44,21.1763,18.52651642857143,18.94455,15.2472,1.4384003184798668,0.473016239220765,0.19232736180630058,0.1047463045596576,980.486490488254,0,3058.7387650349046,5.929100000000002
1312241460334126377,AGN,46.8764,yes,224,18.34,21.2807,19.542011160714285,19.468400000000003,15.3603,0.7288047496131813,0.545280384557757,0.2327762196242845,0.08615501673626265,800.0523534445957,0,2879.1685417825065,5.920399999999999
1310281380044109757,CV,37.05902,yes,37,15.52,21.1838,17.679708108108105,17.992,15.2716,1.9473156835298504,0.512905891409603,0.1489145500884071,0.11065438488307412,1133.619595718749,0,2909.137705034598,5.912200000000002
910210090164109136,CV,-10.5664,no,209,15.07,20.9556,19.059133971291864,19.1279,15.0436,0.6974793100350312,0.4602268106882339,0.18369835287005298,0.04578752367307972,846.7985705914804,0,2965.0107358446985,5.912000000000001
909100041214124313,CV,-3.92503,yes,82,15.25,21.1508,18.663681707317075,19.846600000000002,15.2503,2.0864956086629776,0.576116887210896,0.24079426918457675,0.15200790235031766,914.7534286851637,0,3020.8571897451984,5.900500000000001
910100151064131770,CV,-15.91032,no,195,14.47,19.0051,17.146924102564103,17.857,13.1069,1.7288756539998449,0.3412219253795649,0.11872391597230941,0.05149906230167552,1059.4111727790025,0,3071.6790070370043,5.898199999999999
1006151121184152430,CV,13.82892,yes,26,15.21,21.0896,18.43760769230769,19.210900000000002,15.1978,2.1995332028270136,0.520870729192152,0.22565051570892108,0.15495520458328157,548.58559824733,0,1830.9144273607963,5.8918
1004060010564103401,Blazar,-2.61655,yes,346,16.37,21.0132,18.40667196531792,18.47815,15.1233,0.8841273023264372,0.458693498168974,0.14838664988893221,0.05332290719273678,872.2779769092562,0,2901.045347430292,5.889900000000001
1203151010534135815,CV,1.81968,yes,56,15.69,21.4955,19.88117857142857,20.39885,15.6107,1.6294341417932683,0.605190552873945,0.32393154272882635,0.1388961004297021,786.1815411401014,0,2864.0390237850006,5.8848
1312231490234178647,CV,50.51973,no,197,14.76,19.1246,17.28491269035533,17.5648,13.2596,1.1288907064158205,0.37530332896457,0.10401171191562612,0.03671499566231331,888.7376683032375,0,2904.189519375097,5.865
806230090754110801,CV,-10.45056,yes,172,16.51,20.837,19.046611627906977,19.2202,14.9724,1.0350438692760764,0.436212038941992,0.20018608933512816,0.06873038477536683,887.9862406280143,0,2903.0231239237037,5.864599999999999
1004071150784109051,CV,14.63762,yes,205,15.74,21.3695,19.178130731707316,19.4948,15.5098,1.2861537582210865,0.6066221371282309,0.22194643321989782,0.08496469345904482,914.2855407834677,0,3070.7460196297907,5.859699999999998
1012141180124125553,CV,18.73771,yes,251,15.86,21.2041,19.57469561752988,19.7142,15.3448,0.9679715802546671,0.590680503445439,0.2641337686937033,0.08496900835947933,914.2289380638446,0,2975.8832195945943,5.859300000000001
1610051040264100999,CV,2.86507,no,84,16.84,21.2843,19.360508333333332,19.850450000000002,15.4463,1.4001636522429242,0.523762087231927,0.252622749306483,0.12101921809719363,993.7875860831555,0,2900.0286870369964,5.838000000000001
804250180744124610,CV,-18.0577,yes,47,15.17,20.8848,18.815693617021275,19.3118,15.0547,1.5285730607056023,0.612071438909649,0.2129900427086814,0.12045276648250454,639.9224718509572,0,2445.195909363094,5.830099999999998
